Marca temporal,¿Qué herramienta estás evaluando?,1. La herramienta fue fácil de usar,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados.",3. La herramienta me pareció innecesariamente compleja.,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos.",5. Encontró inconsistencias en el funcionamiento de la herramienta.,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.).",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés.,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje.,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase.,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante.,11. El juego facilitó mi participación durante la actividad.,12. Explica cómo influyó el juego en tu participación.,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés?,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta?,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías?",¿Qué herramienta estás evaluando? 2,1. La herramienta fue fácil de usar 2,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados. 2",3. La herramienta me pareció innecesariamente compleja. 2,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos. 2",5. Encontré inconsistencias en el funcionamiento de la herramienta.,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.). 2",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés. 2,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje. 2,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase. 2,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante. 2,11. El juego facilitó mi participación durante la actividad. 2,12. Explica cómo influyó el juego en tu participación. 2,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés? 2,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta? 2,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías? 2",¿Qué herramienta estás evaluando? 3,1. La herramienta fue fácil de usar 3,"2. Si tuviste dificultades al usar la herramienta, explica qué aspectos fueron complicados. 3",3. La herramienta me pareció innecesariamente compleja. 3,"4. Si consideras que la herramienta fue compleja, describe qué elementos fueron confusos. 3",5. Encontré inconsistencias en el funcionamiento de la herramienta. 2,"6. Describe qué inconsistencias encontraste (por ejemplo: botones que no funcionan, instrucciones poco claras, errores en el juego, etc.). 3",7. Las actividades del juego me ayudaron a comprender mejor el contenido en inglés. 3,8. Explica por qué consideras que el juego ayudó o no ayudó a tu aprendizaje. 3,9. El uso del juego hizo que la actividad fuera más interesante que una actividad tradicional de clase. 3,10. Explica qué aspectos hicieron la actividad más interesante o menos interesante. 3,11. El juego facilitó mi participación durante la actividad. 3,12. Explica cómo influyó el juego en tu participación. 3,13. ¿Qué aspectos de la herramienta te ayudaron más a aprender inglés? 3,14. ¿Qué dificultades o problemas encontraste al utilizar la herramienta? 3,"15. Si pudieras mejorar estas herramientas para aprender inglés, ¿Qué cambios realizarías? 3"
2026-04-19 12:28:31.203,Duolingo,5,No fue complejo de usar,5,No hubo confusion alguna,5,No hubo algun fallo por parte de la app,5,Me ayudo porque es interactivo,3,Menos interesante porque es algo basico,5,En la interactividas que hubo de por medio,"El poder escribir, hablar y escuchar",No hubo alguna dificultad,La aplicacion sea gratuita en su totalidad,Grammar Ninja,5,No hubo alguna dificultad,5,No hubo complejidad alguna,3,Instrucciones no claras,4,Ya que hubieron expresiones que no solia conocer,2,La interactividas con la pagina,5,El poder escoger la respuesta segun mi criterio,Las palabras nuevas,Ninguna,Mayor informacion,British Council Games,5,No hubo alguna dificultad,5,No hubo complejidad,5,No encontré inconsistencia alguna,5,Porque sus oraciones y estructura fueron completos,3,Un poco menos interesante por lo sencillo que es,5,El poder escribir la frase completa,El poder escribir,No hubo dificultad alguna,Le agregaria imagenes y un poco de color a la app
2026-04-19 13:56:12.183,Duolingo,5,No tuve dificultades,1,No es compleja,1,No hay inconsistencia,5,Aprendo nuevas palabras,5,"Se puede hablar, escuchar o practicar el idioma escribiendo",5,"Puedo practicar, hablando, escuchando o leyendo",Los audios,No encontré dificultades,Ninguna,Grammar Ninja,5,No fué complicado,1,No tuvo complejidades,1,No encontré inconsistencias,5,Me ayudó a entender frases u oraciones completas,5,Poder pensar en completar las oraciones,5,Poder comprender más el inglés,Completar las oraciones,Ninguna,Ninguna,British Council Games,5,No fué complicado,1,No fué compleja de utilizar,1,No hubo inconsistencias,5,Porque enseña gramática que se utiliza a diario,5,Puedo aprender gramática que se usa diariamente,5,Puedo saber cuales son las respuestas más rápido,La parte de gramática,Ninguna,"Ninguna, me parecen buenas las herramientas que tiene"
2026-04-19 14:07:09.335,Duolingo,5,No fué complicado,1,No es compleja de utilizar,1,Ninguna,5,Ayuda porque aprendo palabras nuevas,5,"Que puedo hablar, escuchar o escribir",5,En mi aprendizaje,Que siempre está en orden cada parte del juego mientras avanza el nivel,No encontré dificultades,"Ninguna, me parece perfecta la aplicación",Grammar Ninja,5,No fué complicado,1,No es compleja de utilizar,1,No encontré inconsistencia,5,Me ayudó a saber como eran las frases correctas para algunas actividades,5,Fué interesante porque a medidas que avanzaba el juego teníamos que recordar cada actividad en los recuadros,5,Pude aprender como se dice varias actividades en inglés,Como iban variando las formas del juego,No encontré dificultades,Por ahora me parece una buena aplicación,British Council Games,1,No tuve dificultades,1,No fué compleja para usar,1,Todo estaba muy claro,5,Porque aprendí como se dicen varias actividades en inglés,5,Que utilizaba frases que utilizamos a diario para nuestras actividades,5,Aprendí más sobre mi habilidad de comprender las cosas en otro idioma,Las distintas respuestas que habían en un ejercicio,No hubieron dificultades pero hay muchos anuncios,Que no hubieran tantos anuncios
2026-04-19 14:53:26.381,Duolingo,5,No tuve problemas,1,No fue compleja,4,"Al momento de evaluarme, para saber en qué sección ponerme. A pesar de que respondí todo bien, no me puso en un nivel alto.",5,"Me ayudó a entender las preposiciones, y como se colocan.",5,Por los dibujos que tiene. Son muy interactivos.,5,"Los personajes del juego, ayudo a que me concentrara",La forma en que está realizada la app. Como las historias que tiene.,Ninguna,Que fuera más avanzado. Me refiero a más cosas que de verdad van a ayudar para hablar el inglés con alguien nativo.,Grammar Ninja,3,Me fue complicado entender que quería la app,4,No me dio ni una orden de lo que debía hacer.,5,Siento que las ilustraciones no están muy bien relacionadas,1,No me ayudó. No me hizo ni evaluación ni nada para saber en qué nivel estoy.,2,"Pues no, siento que no aprendi nada",1,No influyó. Porque era un juego que no me importaba.,Ninguna,Faltó que me pidiera que quiero hacer. O en qué me debo enfocar.,"Comenzaría haciendo una evaluación, y preguntándole a los usuarios que quisieran hacer.",British Council Games,5,No fue complicado,2,No fui confusa,1,No fue compleja,5,Me ayudó a concentrarme,5,Fue interesante en la forma de que llevaron las actividades.,5,Me ayudó a concentrarme,El hecho de que ganara o perdiera puntos,"Ninguno, fue una buena app","Que tuviera más gráficos interactivos. Si se pudiera mezclar tanto Duolingo y está, serían espectacular."
2026-04-19 15:18:35.544,Duolingo,5,No,1,Facil de usar,1,Ninguna,5,Puedes verificar tu errores luego,5,En los audios,5,"Fue una ""clase"" personal",Los niveles,Ninguno,Quitar los torneos que promueven la adicción,Grammar Ninja,5,No,1,No,1,Muy fácil de entender,5,Mejora los conocimientos con algo visual y fácil se entender,5,"Relacionar la idea con algo visual, es muy interesante",5,"Si me equivoco, es más fácil la siguiente vez",Relación de ideas con imágenes,Ninguno,"Más general, no solo en prepociones",British Council Games,5,No,3,"Al ingresar, másno el contenido",1,Ninguno,5,Nos da consejos al final de cada set,3,No tiene nada de innovador,1,"Es algo común, no especial",Los consejos al final,La publicidad,Evitar publicidad en cada set
2026-04-19 15:27:58.311,Duolingo,5,"No, ya la conocía",1,Ninguno,1,No,5,Al practicar mi pronunciación,5,Es personal,5,Puedo aptender más de un idioma,Los torneos,Ninguno,Evitar publicidad,Grammar Ninja,5,No,1,No,1,No,5,Fácil de entender,5,Las imágenes ayudan,5,Es solo de elección,Las imágenes,Ninguno,Ampliar los conceptos,British Council Games,3,Mucha publicidad,1,No,1,No,5,Los niveles difíciles ayudaron,3,Es casi lo mismo,3,Parecido a una clase normal,Los niveles de dificultad,La publicidad,"Evitar la publicidad en cada intento, no tan seguido sería mejor"
2026-04-19 15:33:24.424,Duolingo,5,No tuve dificultad,1,No es compleja,1,No hay inconsistencias,5,El sistema de recompensas y de competir contra otros usuarios te obliga a aprender,5,Las actividades te empujan a hacer las lecciones bien para ganar experiencia y subir de nivel,5,Aprender se vuelve entretenido,La interfase interactiva y frases divertidas,Ninguna,Me parece que está bien,Grammar Ninja,5,No tuve dificultades,1,No es confusa,1,No hay inconsistencias,3,"No es muy didáctico, realmente no ayuda a aprender de manera extraordinaria",3,"Es visualmente más atractivo, pero no demasiado",3,No lo vuelve más fácil,Se muestra toda la estructura de las oraciones,Ninguna,Tener más opciones para no solo aprender gramática,British Council Games,4,"No es difícil, pero hay muchas más opciones",1,No es compleja,1,No hay inconsistencias,5,"Hay trivias, sopas de letras, unir las parejas. Hay muchl de donde elegir para que el aprendizaje no se vuelva aburrido",5,Las diferentes opciones y juegos lo hacen interesante,5,Los juegos mantienen tu atención en el aprendizaje,Es bastante académico y a la vez divertido,Ninguna,Una interfase un poco más moderna
2026-04-19 16:14:19.032,Duolingo,5,Ningún aspecto fue complicado,3,No fue compleja,1,No encontré inconsistencias,5,Recordar palabras,5,Fue una mejor explicación,5,Yo era el que respondía todo,El traducir frases,Ninguna,Tal vez interactuar con otras personas,Grammar Ninja,4,Ninguno,4,En si el orden de las actividades,3,Algunos botones no funcionaban al primer toque,4,Memorizar verbos,3,Fue algo fuera de lo tradicional de una clase,4,Al memorizar las palabras,La mezcla de verbos y frases,Ninguna,Una interfaz más llamativa,British Council Games,3,El saber dónde instalar,3,Tenía una interfaz extraña,1,Instrucciones poco claras,2,Frases complejas,3,Fue menos interesante ya que no llamaba la atención,3,Participar en todo,El equivocarme y poder volver a intentar,Ninguna,Que sea unas actividades más interesantes
2026-04-19 16:33:44.536,Grammar Ninja,4,Ninguna,2,Ninguna,3,Algunas instrucciones poco claras,4,Pues se aprende pero a veces ya depende de cada quien y las ganas que ponen,5,"Pues como un juego, sirve",5,Pues todo es interactivo,El quiz de completar palabras y así casi siempre es una buena opción,Ninguno,Más quiz creativos,British Council Games,5,Ninguna,2,Ninguna,2,Que al ser una página se puede meter algún virus sino se gestiona bien,4,Esta bastante bien,5,Tiene un montón de juegos,5,Pues tiene varios juegos que me llevan a interactuar frecuentemente,Juegos,Ninguna,Ninguno,Duolingo,5,Ninguno,2,Pues Duolingo es fácil de entender,2,Los anuncios,4,"Me ayudó porque ofrecen audios, pronunciación, escritura, etc.",5,Que tiene quiz interactivos,5,Pues se interactúa casi siempre,Audios,Ninguno,Ninguno
2026-04-19 20:01:46.980,Duolingo,5,Ninguno,1,No fue compleja,3,"Error, no receptó el audio, aún con el permiso correspondiente",4,"Me ayudó porque hace que siga patrones,",5,Fue más interesante por el contenido gráfico,3,El contenido gráfico y el incentivo de racha.,"El seguir patrones, y su diseño colorido.",No receptó bien el audio.,Ninguno,Grammar Ninja,5,Ninguna,1,No fue compleja,1,No encontré inconsistencias.,3,La repetición de cada parte de la oración.,3,Las imágenes relacionadas con el significado de cada oración.,5,Al momento de relacionar la oración con lo que se muestra en la imagen,La relación entre imagen y oración.,Ninguna,Ninguno,British Council Games,4,Ninguno.,1,No fue compleja.,1,No hay inconsistencias.,4,Me ayudó,1,Fue igual solo que en una aplicación.,3,Da la debida retroalimentación,La selección de la opción correcta,Ninguna,"Más contenido gráfico-visual, y que también sea en línea y no sólo app en el celular"
2026-04-19 20:19:45.328,Duolingo,4,No,2,No,2,No,4,Si ayudo,4,Los juegos,4,Aprendiendo mejor,Duolingo,Ningúna,Más vocabulario,Grammar Ninja,4,No,2,Ningúna,2,Nada,4,Si ayudo,4,Más explicativo con sus imágenes,4,Aprendiendo mejor,Imágenes y palabras claves,Ningúna,Ningúna,British Council Games,4,No,2,No,2,Ningúna,4,Ayudo mejor visualización,4,Interesante y mejor complejibilidad,4,Interesante y mejor vocabulario,Duolingo,Ningúna,Ningúna
2026-04-19 20:22:47.223,Duolingo,5,ninguna,1,no tiene ninguna dificultad,1,no se encontró inconsistencias,5,"El juego ayudó porque Duolingo hace el aprendizaje más fácil y divertido. Permite practicar con ejercicios cortos y repetir para aprender mejor, además motiva a seguir aprendiendo.",5,La actividad fue más interesante porque era dinámica.,5,El juego influyó en mi participación porque me motivó a involucrarme más en la actividad.,"Los ejercicios cortos, la repetición de palabras y la práctica constante en Duolingo me ayudaron a aprender mejor y recordar el vocabulario.","A veces algunas preguntas eran repetitivas o muy fáciles, y en ocasiones no explicaba bien algunos errores.",Agregaría explicaciones más claras cuando uno se equivoca.,Grammar Ninja,4,"Tuve algunas dificultades al utilizar la herramienta, ya que el ritmo del juego es muy rápido y en ocasiones no permite analizar correctamente las respuestas.",4,"Considero que la herramienta fue algo compleja debido a que el ritmo del juego es rápido, lo que dificulta analizar las respuestas con calma.",4,"Encontré algunas inconsistencias en la herramienta, como instrucciones poco claras en ciertas partes del juego",4,"Considero que el juego sí ayudó a mi aprendizaje, ya que permitió practicar de forma interactiva y dinámica.",4,El uso del juego hizo que la actividad fuera más interesante que una clase tradicional.,4,"El juego influyó positivamente en mi participación, ya que me motivó a involucrarme más en la actividad.",os aspectos que más me ayudaron fueron la dinámica interactiva del juego y la práctica constante,Las principales dificultades fueron el ritmo acelerado del juego y la falta de explicaciones claras al cometer errores.,Implementaría diferentes niveles de dificultad y reduciría la velocidad.,British Council Games,3,"Tuve dificultades al utilizar la herramienta porque presentaba poca interacción, lo que hacía que la actividad resultara menos dinámica y más difícil de mantener la atención.",3,"Considero que la herramienta fue algo compleja debido a que presentaba poca interacción, lo que dificultaba comprender el contenido de manera dinámica.",3,"Se observaron algunas inconsistencias, principalmente relacionadas con instrucciones poco claras, lo que dificultaba entender correctamente las actividades.",3,"Considero que el juego no ayudó significativamente a mi aprendizaje, ya que presentaba poca interacción y no lograba mantener el interés.",3,Los aspectos que hicieron la actividad menos interesante fueron la poca interacción y la falta de dinamismo.,3,"El juego influyó de manera limitada en mi participación, ya que la poca interacción y el escaso dinamismo no motivaron una participación activa.",Los aspectos que más contribuyeron fueron la presentación de vocabulario básico y algunos ejercicios prácticos.,"Las principales dificultades fueron la falta de interacción, el poco dinamismo de las actividades y la escasa retroalimentación.","Implementaría mayor interactividad, actividades más dinámicas y participativas, además de incluir retroalimentación clara y explicaciones detalladas para mejorar el proceso de aprendizaje."
2026-04-19 21:50:07.474,Duolingo,5,No tuve dificultades,1,Ningún elemento fue confuso,1,No encontré inconsistencias.,5,Porque el juego tiene preguntas didácticas y siento que si ayuda a aprender vocabulario más que todo.,5,"Pues lo de hacer match con las palabras, escuchar lo que dicen y escribirlo es más didáctico.",5,Pues al equivocarte de resta vidas y eso hace que no quieras equivocarte,"El listening, y escribir lo que dice.",Ninguna.,Pues que hayan más oportunidades de recuperar las vidas.,Grammar Ninja,5,Ninguna.,5,Ninguna,3,Pues creo que debería colocar alguna orden siempre al principio.,3,"En específico el tema que salía allí es complicado, y pues si ayudo un poco a saber mas sobre los pharasal verbs.",3,"Pues no estuvo tan didáctico, estaba un poco largo",4,Pues influyó porque al equivocarme me restaba progreso,Pues me ayudó ver las imágenes e intentar recordar cual era la frase.,Que falta una orden en específico no solo la imagen y ya,Pues creo que primero sería bueno que de una tipo clase del tema que hay en los juegos de la aplicación,British Council Games,5,"Pues si, solo tuve que descargarla e iniciar como invitado",5,Siento que el tiempo era muy corto para responder,1,No,2,"Pues no,  o sea siento que para prácticar lo que ya se sabe si pero es muy rápido el tiempo que no me deja procesar bien la información.",4,O sea si porque debía concentrarme más,4,Pues iba restando puntos al equivocarse,"Pues si las pruebas, ayudan a refrescar conocimiento.",El tiempo de las pruebas.,Aumentar el tiempo según las necesidades del usuario.
2026-04-19 21:50:11.009,Duolingo,5,Ninguna,1,No me pareció compleja,1,Ninguna,5,Porque es dinámico,5,Que tenemos que hablar y hay varias oportunidades y motiva lo de la racha,5,Dinámica,El hablar en la aplicación,Encontrar como funciona cada botón,Explicaría para que sirve cada botón al momento de presionarlo,Grammar Ninja,3,"Sii, porque es la primera vez que lo uso y no sé qué botón presionar",3,Los botones,3,Instrucciones poco claras,2,"No mucho, no se cómo usarlo",4,Es dinámico y divertido,4,Menos aburrido,Ninguno todavía,Los botones,Mejor explicación de las intenciones de juego,British Council Games,3,No sé qué botones usar,3,"Instrucciones, cambio de idioma",3,Errores,3,"No mucho, no sé cómo usar la app",3,Ninguno,3,Ninguna,No la utilizo mucho,Los botones,Explicaría mejor para que sirve cada cosa
2026-04-19 22:12:43.219,Duolingo,5,Ninguno,1,Ninguno,4,Ninguno,5,Ayudo a repasar  frases,5,Las imágenes y frases  hacen interesantes,5,Fue práctico y didactico,Repetir las frases de diferente manera,Ninguno,Ninguno,Grammar Ninja,4,Ninguno,1,Ninguno,1,Ninguno,5,Aprendes vocabulario,5,Se utiliza gráficos e imágenes que llaman más la atención,5,Estuvo interesante,Las imágenes y el vocabulario,Ninguno,Nose,British Council Games,4,No te da una guía,3,El vocabulario más complejo,1,Ninguno,5,Tenía vocabulario nuevo,5,Tenía más vocabulario. Nuevo,5,Me mantuvo concentrado en la participación,Nuevo vocabulario,Más vocabulario,Ninguno
